vehicle_count,avg_speed_kmh,road_capacity,v_c_ratio,is_peak_hour,weather_condition,weather_code,occupancy_rate,has_incident,congestion_score,congestion_level,estimated_delay_minutes
1165,13.6,1200,0.971,1,Rain,1,0.632,0,90.6,High,23.3
652,37.6,1200,0.543,1,Clear,0,0.383,0,55.5,Moderate,9.1
713,22.4,1200,0.594,1,Fog,3,0.319,0,79.7,High,24.7
2500,5.0,850,2.941,0,Clear,0,0.98,0,100.0,High,60.0
644,47.7,1500,0.429,0,Clear,0,0.277,0,33.9,Low,2.6
2500,5.0,850,2.941,0,Clear,0,0.98,0,100.0,High,60.0
1775,15.8,1000,1.775,0,Clear,0,0.98,0,100.0,High,60.0
729,49.1,1200,0.608,1,Clear,0,0.445,0,53.2,Moderate,10.8
959,66.1,2000,0.48,0,Clear,0,0.341,0,27.9,Low,2.2
744,24.0,850,0.875,0,Fog,3,0.61,0,79.6,High,20.9
1069,5.0,850,1.258,1,Clear,0,0.838,0,100.0,High,37.5
738,41.0,850,0.868,0,Rain,1,0.592,1,76.6,High,28.3
1002,24.6,1200,0.835,1,Clear,0,0.583,0,74.5,High,17.6
1131,12.5,1000,1.131,0,Storm,2,0.803,0,91.3,High,33.8
790,44.3,1000,0.79,0,Rain,1,0.412,0,56.6,Moderate,13.0
2172,42.0,2000,1.086,0,Clear,0,0.702,0,66.0,Moderate,20.8
369,70.7,1000,0.369,0,Clear,0,0.209,0,20.8,Low,1.1
1810,28.1,1500,1.207,0,Rain,1,0.732,1,97.6,High,42.1
480,38.7,2000,0.24,0,Storm,2,0.153,0,39.4,Moderate,7.4
263,38.2,1000,0.263,0,Rain,1,0.232,0,35.7,Moderate,4.0
1914,5.9,2000,0.957,0,Storm,2,0.719,1,100.0,High,35.4
706,48.2,1200,0.588,1,Clear,0,0.412,0,52.8,Moderate,8.7
2010,32.8,2000,1.005,0,Clear,0,0.709,0,66.4,Moderate,17.5
911,40.7,1000,0.911,1,Clear,0,0.659,0,70.7,High,20.4
1683,5.0,600,2.805,0,Clear,0,0.98,1,100.0,High,60.0
408,26.7,850,0.48,1,Clear,0,0.286,0,57.6,Moderate,9.7
1083,30.2,1200,0.902,0,Clear,0,0.584,0,63.0,Moderate,15.5
1255,30.7,1500,0.837,1,Rain,1,0.526,1,91.8,High,31.1
1465,12.2,1000,1.465,0,Clear,0,0.958,0,96.4,High,42.7
2500,5.0,850,2.941,0,Clear,0,0.98,0,100.0,High,60.0
544,19.1,1200,0.453,1,Rain,1,0.242,0,64.8,Moderate,10.5
929,37.6,1200,0.774,1,Clear,0,0.504,0,65.9,Moderate,13.3
1491,5.0,600,2.485,0,Clear,0,0.98,1,100.0,High,60.0
943,37.8,1000,0.943,0,Clear,0,0.6,0,61.4,Moderate,16.4
2390,5.0,850,2.812,0,Clear,0,0.98,0,100.0,High,60.0
1370,5.0,850,1.612,0,Clear,0,0.96,1,100.0,High,60.0
891,37.3,850,1.048,1,Clear,0,0.672,0,78.4,High,23.4
1585,5.0,850,1.865,0,Storm,2,0.98,0,100.0,High,60.0
1298,5.0,850,1.527,0,Rain,1,0.98,0,100.0,High,46.1
375,51.2,850,0.441,0,Rain,1,0.329,0,37.8,Moderate,7.0
2163,5.0,1000,2.163,1,Storm,2,0.98,0,100.0,High,60.0
1312,5.0,600,2.187,1,Rain,1,0.98,1,100.0,High,60.0
1976,5.0,850,2.325,0,Storm,2,0.98,0,100.0,High,60.0
689,5.0,850,0.811,1,Rain,1,0.467,0,87.2,High,22.2
1564,10.7,1200,1.303,0,Rain,1,0.854,0,94.8,High,35.7
1402,36.4,2000,0.701,1,Clear,0,0.545,0,63.2,Moderate,13.0
863,17.0,600,1.438,0,Rain,1,0.834,0,98.1,High,40.5
2500,21.2,1500,1.667,0,Clear,0,0.98,1,100.0,High,60.0
317,19.0,1200,0.264,1,Fog,3,0.253,0,66.3,Moderate,18.0
1053,20.7,1000,1.053,0,Clear,0,0.627,0,74.1,High,21.7
2114,38.8,2000,1.057,0,Rain,1,0.568,0,71.1,High,26.0
2500,5.0,850,2.941,1,Rain,1,0.98,1,100.0,High,60.0
1182,5.0,600,1.97,1,Clear,0,0.98,1,100.0,High,60.0
1285,48.2,1200,1.071,0,Clear,0,0.655,0,62.5,Moderate,19.5
1480,5.0,850,1.741,0,Clear,0,0.98,1,100.0,High,60.0
642,44.7,1500,0.428,0,Clear,0,0.287,0,35.1,Moderate,2.1
1020,38.6,2000,0.51,1,Clear,0,0.213,0,53.6,Moderate,6.5
928,38.4,850,1.092,0,Rain,1,0.684,0,72.8,High,25.5
1336,5.0,1500,0.891,0,Fog,3,0.516,0,88.8,High,23.8
1255,23.5,1000,1.255,0,Clear,0,0.931,1,96.9,High,41.5
1256,12.2,1000,1.256,0,Rain,1,0.816,0,92.0,High,35.7
884,8.4,850,1.04,0,Rain,1,0.605,0,84.0,High,25.3
824,68.4,1200,0.687,0,Clear,0,0.403,0,36.1,Moderate,9.5
411,44.0,1200,0.342,0,Storm,2,0.189,0,41.6,Moderate,11.2
1467,42.6,1500,0.978,0,Clear,0,0.683,0,60.8,Moderate,14.6
970,56.3,1200,0.808,0,Clear,0,0.507,0,47.0,Moderate,11.3
1829,32.9,1000,1.829,0,Clear,0,0.98,0,100.0,High,60.0
1255,13.9,1000,1.255,0,Clear,0,0.818,0,86.2,High,28.5
712,45.3,2000,0.356,1,Clear,0,0.22,0,43.6,Moderate,5.0
1089,30.8,1200,0.908,1,Clear,0,0.578,0,75.0,High,17.8
1310,51.3,1500,0.873,0,Clear,0,0.578,0,52.2,Moderate,13.3
1735,11.0,1200,1.446,0,Clear,0,0.977,0,96.1,High,40.2
1179,25.6,850,1.387,0,Clear,0,0.965,0,86.9,High,34.9
1058,40.0,1000,1.058,0,Clear,0,0.621,0,65.6,Moderate,21.3
1058,16.7,600,1.763,0,Clear,0,0.98,1,100.0,High,60.0
945,12.3,1500,0.63,0,Storm,2,0.345,0,68.8,Moderate,14.7
2034,5.0,1000,2.034,1,Clear,0,0.98,0,100.0,High,60.0
1234,41.6,2000,0.617,0,Rain,1,0.44,0,50.0,Moderate,10.0
305,52.9,850,0.359,0,Rain,1,0.169,1,48.4,Moderate,17.5
449,68.9,2000,0.224,1,Clear,0,0.209,0,27.1,Low,6.9
2500,26.1,1500,1.667,0,Clear,0,0.98,0,99.3,High,55.4
658,64.3,850,0.774,0,Clear,0,0.463,0,41.9,Moderate,9.8
1105,29.2,1200,0.921,0,Clear,0,0.602,1,79.3,High,26.4
1536,29.5,1000,1.536,0,Clear,0,0.98,0,91.8,High,43.9
2113,5.0,850,2.486,0,Clear,0,0.98,0,100.0,High,60.0
2500,18.2,2000,1.25,1,Rain,1,0.788,0,100.0,High,38.6
1021,24.1,1200,0.851,0,Clear,0,0.576,0,63.5,Moderate,10.1
1070,5.0,850,1.259,1,Clear,0,0.844,0,100.0,High,32.7
1224,58.8,2000,0.612,0,Clear,0,0.433,0,37.1,Moderate,5.8
1783,7.9,1000,1.783,0,Clear,0,0.98,0,100.0,High,60.0
951,26.1,1000,0.951,1,Rain,1,0.694,0,84.1,High,20.9
1422,20.9,1200,1.185,1,Clear,0,0.871,0,91.9,High,32.3
2101,5.0,1000,2.101,0,Clear,0,0.98,0,100.0,High,60.0
751,48.7,1000,0.751,0,Clear,0,0.531,0,47.9,Moderate,9.4
923,45.6,1200,0.769,1,Clear,0,0.517,0,62.1,Moderate,17.7
164,46.9,1000,0.164,1,Rain,1,0.173,0,39.3,Moderate,9.8
776,38.9,1000,0.776,0,Clear,0,0.471,0,53.4,Moderate,9.0
1034,49.4,1000,1.034,0,Clear,0,0.624,0,60.3,Moderate,18.6
461,49.2,1000,0.461,0,Clear,0,0.314,1,49.6,Moderate,16.6
628,35.4,1200,0.523,0,Rain,1,0.392,1,63.6,Moderate,18.6
1425,24.2,850,1.676,0,Clear,0,0.98,0,100.0,High,54.8
1233,39.6,2000,0.616,0,Rain,1,0.386,0,50.9,Moderate,10.0
1518,5.0,1000,1.518,1,Clear,0,0.98,0,100.0,High,50.0
2500,5.0,1000,2.5,0,Clear,0,0.98,0,100.0,High,60.0
449,68.4,1200,0.374,0,Clear,0,0.18,1,37.1,Moderate,12.9
933,54.7,2000,0.466,0,Rain,1,0.382,1,52.4,Moderate,16.8
1702,5.0,1000,1.702,1,Clear,0,0.98,0,100.0,High,60.0
861,37.7,1000,0.861,0,Clear,0,0.525,0,57.8,Moderate,12.7
2500,5.0,1200,2.083,0,Fog,3,0.98,1,100.0,High,60.0
118,67.7,2000,0.059,0,Clear,0,0.039,0,8.2,Low,0.0
2500,5.0,850,2.941,0,Clear,0,0.98,0,100.0,High,60.0
363,63.8,1000,0.363,1,Clear,0,0.286,0,35.6,Moderate,7.9
2045,5.0,850,2.406,0,Rain,1,0.98,0,100.0,High,60.0
1535,5.0,1000,1.535,1,Clear,0,0.881,1,100.0,High,60.0
2500,5.0,1200,2.083,1,Clear,0,0.98,0,100.0,High,60.0
443,54.9,1500,0.295,0,Clear,0,0.164,0,24.6,Low,0.6
654,33.8,600,1.09,0,Clear,0,0.689,0,69.8,Moderate,21.1
2500,5.0,1000,2.5,1,Clear,0,0.98,0,100.0,High,60.0
1501,29.5,850,1.766,0,Clear,0,0.98,1,100.0,High,60.0
1294,38.8,850,1.522,0,Clear,0,0.98,1,100.0,High,56.9
1201,37.8,1000,1.201,0,Clear,0,0.764,0,73.1,High,26.0
1460,5.0,600,2.433,0,Clear,0,0.98,1,100.0,High,60.0
1278,36.3,1000,1.278,0,Clear,0,0.917,0,77.2,High,31.4
1697,5.0,1200,1.414,0,Fog,3,0.98,1,100.0,High,60.0
2313,5.0,1000,2.313,1,Clear,0,0.98,0,100.0,High,60.0
1130,17.7,1200,0.942,1,Rain,1,0.617,0,87.4,High,21.7
1011,28.0,1200,0.842,1,Rain,1,0.493,1,93.3,High,35.7
2500,5.0,2000,1.25,1,Clear,0,0.803,0,100.0,High,34.9
2003,38.7,1500,1.335,0,Clear,0,0.804,0,78.7,High,33.9
1169,18.2,1500,0.779,0,Fog,3,0.441,1,92.9,High,33.6
828,17.9,1000,0.828,0,Rain,1,0.594,1,85.2,High,27.1
1325,31.8,1000,1.325,0,Clear,0,0.9,1,96.3,High,45.5
593,34.4,850,0.698,1,Clear,0,0.446,0,63.9,Moderate,13.9
1205,22.5,1500,0.803,0,Storm,2,0.534,0,72.0,High,20.4
758,59.8,1000,0.758,0,Clear,0,0.458,0,43.2,Moderate,8.3
1599,5.0,600,2.665,0,Clear,0,0.98,0,100.0,High,60.0
269,50.1,600,0.448,1,Clear,0,0.292,0,45.6,Moderate,8.5
2500,5.0,850,2.941,1,Clear,0,0.98,0,100.0,High,60.0
2500,5.0,600,4.167,1,Rain,1,0.98,1,100.0,High,60.0
1870,5.0,1000,1.87,1,Fog,3,0.98,1,100.0,High,60.0
1114,7.9,600,1.857,1,Clear,0,0.98,0,100.0,High,60.0
864,20.2,1200,0.72,1,Clear,0,0.494,0,71.3,High,10.3
1503,5.0,850,1.768,0,Rain,1,0.98,1,100.0,High,60.0
1154,32.1,1200,0.962,0,Rain,1,0.606,0,69.8,Moderate,20.1
342,38.1,1200,0.285,0,Rain,1,0.18,0,36.7,Moderate,3.1
1911,31.7,1500,1.274,0,Clear,0,0.778,1,94.1,High,44.6
1807,5.0,1000,1.807,1,Clear,0,0.98,1,100.0,High,60.0
1987,5.0,1000,1.987,1,Rain,1,0.98,1,100.0,High,60.0
1080,44.0,1000,1.08,0,Clear,0,0.687,0,64.8,Moderate,20.8
1616,5.0,850,1.901,0,Clear,0,0.98,0,100.0,High,60.0
525,65.2,1000,0.525,0,Clear,0,0.359,0,30.3,Low,2.2
1984,5.0,600,3.307,0,Fog,3,0.98,0,100.0,High,60.0
1310,31.5,2000,0.655,0,Rain,1,0.489,0,56.3,Moderate,9.8
918,17.2,2000,0.459,0,Storm,2,0.27,0,58.9,Moderate,11.2
1051,23.2,2000,0.526,1,Fog,3,0.354,0,76.2,High,16.6
1350,5.0,600,2.25,1,Clear,0,0.98,0,100.0,High,60.0
2088,5.0,850,2.456,0,Clear,0,0.98,0,100.0,High,60.0
2500,5.0,1500,1.667,0,Clear,0,0.98,0,100.0,High,53.5
813,12.3,1000,0.813,1,Clear,0,0.591,0,79.0,High,14.9
1386,5.0,600,2.31,1,Fog,3,0.98,0,100.0,High,60.0
1393,5.0,1000,1.393,1,Clear,0,0.904,0,100.0,High,40.7
2500,5.0,1000,2.5,1,Clear,0,0.98,0,100.0,High,60.0
1745,25.3,1200,1.454,0,Clear,0,0.947,0,90.0,High,43.0
1754,5.0,600,2.923,0,Rain,1,0.98,1,100.0,High,60.0
849,51.5,2000,0.424,0,Clear,0,0.198,0,31.9,Low,6.5
434,43.6,600,0.723,0,Clear,0,0.406,0,48.9,Moderate,12.3
450,52.9,1000,0.45,0,Clear,0,0.303,0,32.4,Low,4.5
499,29.0,600,0.832,0,Rain,1,0.493,0,65.4,Moderate,14.6
1966,5.0,1000,1.966,1,Clear,0,0.98,1,100.0,High,60.0
1891,5.0,1500,1.261,1,Rain,1,0.852,1,100.0,High,48.5
2500,5.0,1500,1.667,1,Storm,2,0.98,0,100.0,High,60.0
2500,5.0,1000,2.5,0,Clear,0,0.98,0,100.0,High,60.0
1019,5.0,850,1.199,1,Storm,2,0.81,0,100.0,High,35.8
1739,5.0,850,2.046,0,Clear,0,0.98,0,100.0,High,60.0
2268,5.0,850,2.668,0,Fog,3,0.98,0,100.0,High,60.0
1356,28.8,1000,1.356,0,Clear,0,0.854,0,84.1,High,34.0
275,64.5,850,0.324,0,Clear,0,0.284,0,21.5,Low,1.2
1238,10.7,1000,1.238,1,Clear,0,0.867,0,98.9,High,32.1
1171,34.9,2000,0.586,0,Clear,0,0.41,0,46.6,Moderate,5.8
2500,5.0,850,2.941,0,Clear,0,0.98,1,100.0,High,60.0
689,54.7,1000,0.689,0,Clear,0,0.41,0,42.4,Moderate,7.0
497,58.2,1200,0.414,0,Clear,0,0.221,0,28.5,Low,3.1
1809,5.0,1000,1.809,0,Clear,0,0.98,0,100.0,High,60.0
1458,5.0,1000,1.458,1,Clear,0,0.98,0,100.0,High,44.5
1177,5.0,600,1.962,0,Fog,3,0.98,0,100.0,High,60.0
1059,15.6,850,1.246,0,Fog,3,0.75,1,100.0,High,50.9
1771,5.0,1000,1.771,1,Storm,2,0.98,0,100.0,High,60.0
1023,5.0,600,1.705,1,Fog,3,0.98,1,100.0,High,60.0
1461,35.3,1500,0.974,0,Clear,0,0.651,0,63.9,Moderate,17.5
565,34.6,1500,0.377,1,Fog,3,0.238,0,64.4,Moderate,19.0
2277,5.0,600,3.795,1,Clear,0,0.98,0,100.0,High,60.0
725,40.6,600,1.208,0,Clear,0,0.742,0,72.1,High,26.9
1089,6.3,1200,0.908,0,Storm,2,0.587,0,84.0,High,22.1
2015,17.7,1200,1.679,0,Clear,0,0.98,0,100.0,High,56.9
1503,5.0,600,2.505,0,Clear,0,0.98,0,100.0,High,60.0
625,28.4,850,0.735,1,Clear,0,0.481,0,68.3,Moderate,12.7
853,33.3,850,1.004,1,Clear,0,0.657,0,78.2,High,24.1
1992,7.6,1000,1.992,0,Clear,0,0.98,1,100.0,High,60.0
1309,32.3,1000,1.309,0,Clear,0,0.836,0,80.4,High,32.6
1418,5.0,850,1.668,1,Clear,0,0.98,0,100.0,High,60.0
874,71.2,1000,0.874,0,Clear,0,0.566,0,43.3,Moderate,15.7
1087,55.1,2000,0.544,1,Clear,0,0.391,0,47.7,Moderate,8.7
155,55.0,1000,0.155,0,Rain,1,0.09,0,23.2,Low,4.9
1195,26.7,1200,0.996,0,Clear,0,0.692,0,68.8,Moderate,16.6
824,42.5,1000,0.824,0,Clear,0,0.515,1,69.0,Moderate,23.3
1242,5.0,600,2.07,1,Clear,0,0.98,1,100.0,High,60.0
1325,24.0,850,1.559,0,Clear,0,0.98,0,95.3,High,47.6
2195,5.0,1000,2.195,1,Clear,0,0.98,1,100.0,High,60.0
839,39.0,1500,0.559,0,Clear,0,0.266,0,43.6,Moderate,4.3
1338,31.5,850,1.574,0,Clear,0,0.918,0,92.6,High,49.6
1039,24.0,1000,1.039,1,Fog,3,0.675,1,100.0,High,48.0
1116,25.8,1200,0.93,1,Rain,1,0.573,1,98.2,High,37.4
939,52.1,2000,0.47,0,Clear,0,0.276,1,48.7,Moderate,16.0
2016,5.0,1000,2.016,1,Rain,1,0.98,1,100.0,High,60.0
2043,5.0,1000,2.043,1,Clear,0,0.98,0,100.0,High,60.0
392,35.4,1200,0.327,1,Clear,0,0.189,0,46.8,Moderate,5.4
2163,5.0,850,2.545,0,Clear,0,0.98,0,100.0,High,60.0
1089,5.0,1000,1.089,1,Fog,3,0.716,0,100.0,High,35.7
737,48.0,1000,0.737,0,Clear,0,0.474,0,47.6,Moderate,7.6
1140,48.8,1000,1.14,0,Clear,0,0.741,0,65.3,Moderate,23.5
2500,5.0,850,2.941,0,Rain,1,0.98,1,100.0,High,60.0
719,47.7,850,0.846,0,Clear,0,0.548,1,67.6,Moderate,25.1
343,43.9,1000,0.343,0,Clear,0,0.206,0,31.7,Low,0.0
1324,5.0,600,2.207,0,Storm,2,0.98,0,100.0,High,60.0
1024,12.2,1000,1.024,0,Rain,1,0.697,0,81.6,High,21.0
679,62.3,2000,0.34,0,Clear,0,0.29,0,23.2,Low,1.4
690,9.2,1000,0.69,0,Fog,3,0.376,0,77.9,High,18.3
650,32.9,600,1.083,0,Clear,0,0.722,1,85.0,High,31.4
568,60.5,1000,0.568,0,Clear,0,0.43,0,34.3,Low,5.3
836,31.2,850,0.984,1,Clear,0,0.684,0,78.2,High,20.6
721,29.9,1000,0.721,0,Rain,1,0.402,0,60.0,Moderate,13.0
875,60.3,2000,0.438,0,Clear,0,0.263,1,43.6,Moderate,12.5
893,78.2,2000,0.446,0,Clear,0,0.314,0,20.9,Low,3.0
2150,5.0,1000,2.15,0,Clear,0,0.98,1,100.0,High,60.0
1425,5.0,2000,0.712,1,Rain,1,0.462,0,82.8,High,14.7
1672,5.0,600,2.787,0,Clear,0,0.98,1,100.0,High,60.0
1101,40.8,850,1.295,0,Clear,0,0.956,0,75.9,High,32.0
680,38.1,850,0.8,1,Clear,0,0.576,0,66.8,Moderate,15.6
553,24.9,600,0.922,0,Rain,1,0.684,0,71.3,High,16.3
438,39.3,1200,0.365,1,Clear,0,0.248,0,46.7,Moderate,7.3
330,50.0,1000,0.33,0,Rain,1,0.225,0,33.4,Low,4.4
772,48.5,1000,0.772,0,Clear,0,0.548,0,48.9,Moderate,10.1
1227,31.3,850,1.444,0,Clear,0,0.868,0,86.9,High,39.0
1004,43.9,1200,0.837,0,Fog,3,0.56,0,68.9,Moderate,23.1
1072,5.0,600,1.787,1,Clear,0,0.98,1,100.0,High,60.0
566,19.8,850,0.666,1,Rain,1,0.535,0,74.1,High,17.0
505,36.3,2000,0.252,1,Rain,1,0.189,0,48.0,Moderate,8.4
810,5.7,600,1.35,0,Clear,0,0.951,0,94.2,High,37.6
1391,5.0,850,1.636,0,Clear,0,0.98,0,100.0,High,55.2
810,56.8,2000,0.405,1,Clear,0,0.251,0,40.7,Moderate,6.6
1466,16.8,1500,0.977,1,Clear,0,0.591,1,99.4,High,34.5
808,47.8,1200,0.673,0,Clear,0,0.405,0,44.8,Moderate,10.1
440,83.2,2000,0.22,0,Clear,0,0.117,0,8.4,Low,1.0
1623,5.0,850,1.909,0,Rain,1,0.98,0,100.0,High,60.0
2210,5.0,1000,2.21,0,Rain,1,0.98,0,100.0,High,60.0
251,64.7,850,0.295,0,Clear,0,0.145,0,20.2,Low,0.0
611,65.0,1200,0.509,0,Clear,0,0.33,0,29.7,Low,1.0
1462,31.7,1500,0.975,0,Fog,3,0.679,0,80.6,High,28.4
1507,14.8,1500,1.005,1,Clear,0,0.619,0,86.6,High,23.5
550,47.9,1000,0.55,0,Clear,0,0.36,0,39.2,Moderate,8.0
405,70.2,1200,0.338,0,Clear,0,0.318,0,19.6,Low,4.0
405,62.2,2000,0.202,0,Clear,0,0.104,0,17.1,Low,0.0
687,51.2,1200,0.572,0,Clear,0,0.387,0,38.7,Moderate,6.0
1585,23.1,1500,1.057,0,Rain,1,0.699,1,93.1,High,37.8
761,57.0,1200,0.634,0,Clear,0,0.413,0,38.9,Moderate,5.7
1065,21.9,1000,1.065,0,Clear,0,0.557,0,74.1,High,22.9
1464,60.2,2000,0.732,0,Clear,0,0.507,0,41.8,Moderate,6.5
426,33.0,1500,0.284,1,Rain,1,0.099,1,65.9,Moderate,20.8
1202,19.1,850,1.414,0,Clear,0,0.897,0,91.1,High,37.6
1882,5.0,600,3.137,0,Clear,0,0.98,0,100.0,High,60.0
1687,5.0,1000,1.687,0,Rain,1,0.98,1,100.0,High,60.0
1418,6.4,850,1.668,1,Clear,0,0.98,0,100.0,High,60.0
1387,9.5,1000,1.387,1,Clear,0,0.98,1,100.0,High,55.1
1090,13.2,1500,0.727,0,Rain,1,0.525,0,67.8,Moderate,11.6
905,5.0,600,1.508,1,Rain,1,0.98,0,100.0,High,52.2
1311,18.8,850,1.542,0,Fog,3,0.968,1,100.0,High,60.0
475,46.8,850,0.559,0,Clear,0,0.292,1,55.1,Moderate,16.2
1353,53.3,1500,0.902,0,Clear,0,0.591,0,52.6,Moderate,12.9
1179,5.0,600,1.965,1,Clear,0,0.98,0,100.0,High,60.0
196,33.3,1000,0.196,1,Rain,1,0.026,0,46.8,Moderate,11.7
1299,5.0,600,2.165,0,Rain,1,0.98,0,100.0,High,60.0
1297,23.8,1200,1.081,0,Clear,0,0.66,0,73.9,High,22.3
705,51.8,1200,0.588,1,Clear,0,0.381,0,51.1,Moderate,9.7
769,29.4,850,0.905,0,Fog,3,0.541,1,93.5,High,36.7
2500,5.0,850,2.941,0,Fog,3,0.98,0,100.0,High,60.0
1136,33.1,850,1.336,0,Clear,0,0.868,0,81.3,High,35.1
1514,18.2,1000,1.514,1,Clear,0,0.98,0,100.0,High,47.9
1531,5.0,600,2.552,0,Rain,1,0.98,1,100.0,High,60.0
597,33.6,850,0.702,0,Rain,1,0.406,0,57.5,Moderate,11.8
715,49.2,1000,0.715,1,Clear,0,0.437,0,58.0,Moderate,14.7
1471,28.7,1200,1.226,1,Clear,0,0.801,0,90.3,High,34.5
676,50.6,850,0.795,0,Clear,0,0.458,0,49.0,Moderate,10.6
1406,20.0,850,1.654,0,Rain,1,0.98,0,100.0,High,58.3
1343,5.0,1200,1.119,1,Storm,2,0.739,0,100.0,High,38.0
570,58.8,850,0.671,0,Clear,0,0.418,0,39.7,Moderate,7.6
1375,5.0,1200,1.146,0,Storm,2,0.85,1,100.0,High,42.9
792,36.7,1000,0.792,1,Clear,0,0.573,0,67.1,Moderate,14.4
1584,24.4,1000,1.584,0,Fog,3,0.98,0,100.0,High,59.7
877,39.1,1000,0.877,0,Clear,0,0.442,0,57.9,Moderate,14.5
729,5.0,600,1.215,1,Rain,1,0.713,0,100.0,High,36.0
2500,33.0,2000,1.25,0,Clear,0,0.818,0,77.4,High,28.7
721,43.5,1000,0.721,0,Clear,0,0.471,0,48.9,Moderate,9.2
365,51.3,1000,0.365,0,Clear,0,0.273,0,29.3,Low,2.8
457,46.2,600,0.762,0,Clear,0,0.531,0,49.5,Moderate,10.5
475,27.1,1000,0.475,1,Clear,0,0.31,0,57.2,Moderate,8.2
342,56.2,1200,0.285,0,Clear,0,0.159,0,23.5,Low,0.0
1274,19.4,850,1.499,0,Rain,1,0.958,0,99.7,High,49.7
546,37.7,1200,0.455,0,Rain,1,0.349,0,44.5,Moderate,4.5
1096,25.7,1200,0.913,1,Clear,0,0.582,0,77.5,High,19.5
646,49.1,1200,0.538,0,Clear,0,0.293,0,38.1,Moderate,3.6
2500,20.8,2000,1.25,0,Clear,0,0.772,0,82.9,High,30.0
304,40.0,1000,0.304,1,Clear,0,0.123,0,43.7,Moderate,5.8
957,7.1,1000,0.957,1,Clear,0,0.719,0,87.9,High,23.1
891,5.0,600,1.485,1,Clear,0,0.962,0,100.0,High,47.5
2500,5.0,850,2.941,0,Clear,0,0.98,1,100.0,High,60.0
716,37.1,1200,0.597,0,Clear,0,0.34,0,46.1,Moderate,5.2
1229,17.9,1000,1.229,0,Fog,3,0.738,1,100.0,High,50.3
2500,5.0,1000,2.5,1,Fog,3,0.98,0,100.0,High,60.0
1621,9.3,1200,1.351,1,Clear,0,0.896,1,100.0,High,51.1
2003,5.0,1000,2.003,1,Rain,1,0.98,0,100.0,High,60.0
819,43.9,1000,0.819,0,Clear,0,0.481,0,53.1,Moderate,13.5
296,42.9,600,0.493,0,Clear,0,0.259,0,38.9,Moderate,4.3
1089,27.2,850,1.281,0,Clear,0,0.753,0,81.4,High,33.0
2500,5.0,1000,2.5,0,Clear,0,0.98,0,100.0,High,60.0
1016,44.7,1000,1.016,1,Clear,0,0.661,0,73.6,High,23.2
711,39.8,1000,0.711,0,Clear,0,0.374,0,50.1,Moderate,9.5
999,14.4,850,1.175,1,Clear,0,0.879,0,94.4,High,31.9
1915,14.9,1500,1.277,0,Rain,1,0.887,0,91.7,High,35.0
370,52.7,1200,0.308,1,Clear,0,0.175,0,38.1,Moderate,2.6
931,46.6,2000,0.466,0,Clear,0,0.277,0,36.0,Moderate,3.0
661,63.8,2000,0.33,0,Clear,0,0.184,0,22.1,Low,1.2
896,37.2,1200,0.747,1,Clear,0,0.365,0,64.9,Moderate,15.1
721,65.6,1000,0.721,0,Clear,0,0.482,0,38.9,Moderate,10.4
178,44.1,1000,0.178,1,Rain,1,0.077,0,41.2,Moderate,8.9
1057,5.0,600,1.762,1,Clear,0,0.98,0,100.0,High,60.0
644,34.1,850,0.758,0,Rain,1,0.452,1,74.8,High,24.1
1357,5.0,850,1.596,1,Fog,3,0.98,0,100.0,High,60.0
1168,39.8,850,1.374,0,Clear,0,0.92,0,79.9,High,34.9
609,47.0,850,0.716,0,Clear,0,0.536,0,47.1,Moderate,4.3
1087,5.0,1000,1.087,1,Clear,0,0.712,1,100.0,High,38.8
436,73.1,1000,0.436,0,Clear,0,0.23,0,22.7,Low,3.6
1432,44.0,1500,0.955,0,Clear,0,0.609,0,59.2,Moderate,14.8
1044,38.1,1000,1.044,1,Clear,0,0.685,0,77.8,High,24.9
268,63.1,1000,0.268,1,Clear,0,0.235,1,46.6,Moderate,17.2
2500,5.0,1000,2.5,0,Clear,0,0.98,0,100.0,High,60.0
455,54.4,1500,0.303,0,Clear,0,0.171,0,25.2,Low,1.6
1961,5.0,1200,1.634,1,Rain,1,0.98,1,100.0,High,60.0
812,34.1,850,0.955,1,Clear,0,0.631,0,75.6,High,21.2
1498,5.0,1000,1.498,1,Rain,1,0.971,0,100.0,High,52.5
1589,5.0,850,1.869,0,Clear,0,0.98,0,100.0,High,60.0
844,67.7,1200,0.703,0,Clear,0,0.439,0,37.2,Moderate,7.7
497,33.1,1000,0.497,0,Clear,0,0.337,1,58.5,Moderate,14.2
1375,16.3,1000,1.375,1,Clear,0,0.869,1,100.0,High,52.0
459,40.6,600,0.765,0,Clear,0,0.463,0,52.2,Moderate,7.8
2500,5.0,1500,1.667,1,Rain,1,0.98,0,100.0,High,60.0
1375,5.0,1000,1.375,1,Clear,0,0.866,1,100.0,High,53.5
2500,5.0,600,4.167,1,Clear,0,0.98,1,100.0,High,60.0
832,5.0,600,1.387,0,Rain,1,0.883,0,100.0,High,39.6
1326,5.0,1500,0.884,1,Storm,2,0.556,0,95.5,High,27.7
2495,5.0,1200,2.079,0,Clear,0,0.98,1,100.0,High,60.0
521,29.8,850,0.613,0,Rain,1,0.368,0,55.2,Moderate,8.1
601,34.8,1200,0.501,0,Rain,1,0.4,0,47.9,Moderate,7.7
1816,16.7,1000,1.816,0,Clear,0,0.98,0,100.0,High,60.0
